Region,Date,Year,Month,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Lakewood, WA",2/28/2018,2018,3,$307K,4.6%,9.3%,66,4.8%,-12.0%,65,14.0%,-24.4%,72,-12.2%,-29.4%,32,6,15,101.1%,1.4%,-0.5%
"Lakewood, WA",3/31/2018,2018,4,$268K,-12.9%,-1.7%,64,-3.0%,-3.0%,80,23.1%,-13.0%,81,12.5%,-34.7%,12,-20,-4,100.3%,-0.9%,-0.5%
"Lakewood, WA",4/30/2018,2018,5,$333K,24.5%,35.9%,73,14.1%,-7.6%,122,52.5%,19.6%,122,50.6%,-11.6%,6,-6,-7,101.7%,1.4%,-1.4%
"Lakewood, WA",5/31/2018,2018,6,$292K,-12.4%,6.2%,84,15.1%,-4.5%,101,-17.2%,3.1%,143,17.2%,-6.5%,9,3,-1,101.6%,-0.1%,-1.3%
"Lakewood, WA",6/30/2018,2018,7,$313K,7.1%,6.5%,72,-14.3%,1.4%,92,-8.9%,13.6%,145,1.4%,5.1%,14,5,-4,100.0%,-1.6%,-0.7%
"Lakewood, WA",7/31/2018,2018,8,$317K,1.3%,8.6%,83,15.3%,-3.5%,102,10.9%,-1.0%,159,9.7%,2.6%,19,5,2,99.5%,-0.5%,-1.3%
"Lakewood, WA",8/31/2018,2018,9,$319K,0.8%,8.1%,70,-15.7%,-11.4%,76,-25.5%,-1.3%,158,-0.6%,-3.1%,16,-3,-5,98.8%,-0.7%,-1.7%
"Lakewood, WA",9/30/2018,2018,10,$316K,-0.9%,11.3%,70,0.0%,6.1%,67,-11.8%,8.1%,138,-12.7%,-6.1%,29,13,5,100.6%,1.8%,-1.9%
"Lakewood, WA",10/31/2018,2018,11,$292K,-7.6%,4.3%,68,-2.9%,17.2%,66,-1.5%,34.7%,130,-5.8%,10.2%,28,-1,1,99.8%,-0.8%,0.0%
"Lakewood, WA",11/30/2018,2018,12,$287K,-1.9%,2.3%,63,-7.4%,0.0%,36,-45.5%,-20.0%,112,-13.8%,6.7%,39,11,-1,100.5%,0.7%,-0.5%
"Lakewood, WA",12/31/2018,2018,1,$300K,4.7%,4.1%,58,-7.9%,20.8%,47,30.6%,-16.1%,93,-17.0%,4.5%,45,6,5,99.8%,-0.7%,0.9%
"Lakewood, WA",1/31/2019,2019,2,$312K,4.0%,6.3%,43,-25.9%,-31.7%,58,23.4%,1.8%,90,-3.2%,9.8%,38,-7,12,98.3%,-1.5%,-1.4%
"Lakewood, WA",2/28/2019,2019,3,$322K,3.3%,5.0%,66,53.5%,0.0%,79,36.2%,21.5%,90,0.0%,25.0%,19,-19,-13,100.1%,1.8%,-1.0%
"Lakewood, WA",3/31/2019,2019,4,$320K,-0.9%,19.4%,72,9.1%,12.5%,80,1.3%,0.0%,81,-10.0%,0.0%,7,-12,-5,100.9%,0.8%,0.6%
"Lakewood, WA",4/30/2019,2019,5,$335K,4.9%,0.6%,82,13.9%,12.3%,99,23.8%,-18.9%,99,22.2%,-18.9%,13,6,7,102.0%,1.1%,0.3%
"Lakewood, WA",5/31/2019,2019,6,$343K,2.5%,17.6%,76,-7.3%,-9.5%,74,-25.3%,-26.7%,89,-10.1%,-37.8%,5,-8,-4,101.6%,-0.4%,0.0%
"Lakewood, WA",6/30/2019,2019,7,$364K,5.9%,16.3%,75,-1.3%,4.2%,68,-8.1%,-26.1%,97,9.0%,-33.1%,15,10,1,101.1%,-0.5%,1.1%
"Lakewood, WA",7/31/2019,2019,8,$327K,-10.0%,3.3%,71,-5.3%,-14.5%,80,17.6%,-21.6%,83,-14.4%,-47.8%,21,6,2,99.0%,-2.1%,-0.5%
"Lakewood, WA",8/31/2019,2019,9,$320K,-2.1%,0.3%,71,0.0%,1.4%,67,-16.3%,-11.8%,89,7.2%,-43.7%,11,-10,-5,100.5%,1.5%,1.7%
"Lakewood, WA",9/30/2019,2019,10,$335K,4.7%,6.0%,76,7.0%,8.6%,70,4.5%,4.5%,100,12.4%,-27.5%,18,7,-11,100.6%,0.1%,0.0%
"Lakewood, WA",10/31/2019,2019,11,$325K,-3.1%,11.2%,48,-36.8%,-29.4%,46,-34.3%,-30.3%,75,-25.0%,-42.3%,9,-9,-19,99.1%,-1.5%,-0.8%
"Lakewood, WA",11/30/2019,2019,12,$340K,4.7%,18.7%,67,39.6%,6.3%,30,-34.8%,-16.7%,58,-22.7%,-48.2%,22,13,-17,100.7%,1.7%,0.2%
"Lakewood, WA",12/31/2019,2019,1,$342K,0.6%,14.1%,32,-52.2%,-44.8%,57,90.0%,21.3%,58,0.0%,-37.6%,21,-1,-24,98.7%,-2.0%,-1.1%
"Lakewood, WA",1/31/2020,2020,2,$338K,-1.4%,8.2%,58,81.3%,34.9%,66,15.8%,13.8%,64,10.3%,-28.9%,19,-2,-19,101.2%,2.5%,2.9%
"Lakewood, WA",2/29/2020,2020,3,$330K,-2.2%,2.3%,47,-19.0%,-28.8%,75,13.6%,-5.1%,71,10.9%,-21.1%,6,-13,-13,100.9%,-0.4%,0.7%
"Lakewood, WA",3/31/2020,2020,4,$341K,3.2%,6.6%,51,8.5%,-29.2%,57,-24.0%,-28.8%,72,1.4%,-11.1%,7,1,0,100.7%,-0.2%,-0.2%
"Lakewood, WA",4/30/2020,2020,5,$361K,5.9%,7.6%,56,9.8%,-31.7%,60,5.3%,-39.4%,65,-9.7%,-34.3%,7,0,-6,101.4%,0.7%,-0.6%
"Lakewood, WA",5/31/2020,2020,6,$360K,-0.1%,4.9%,71,26.8%,-6.6%,67,11.7%,-9.5%,50,-23.1%,-43.8%,5,-2,0,101.0%,-0.4%,-0.6%
"Lakewood, WA",6/30/2020,2020,7,$384K,6.7%,5.7%,78,9.9%,4.0%,74,10.4%,8.8%,46,-8.0%,-52.6%,12,7,-3,100.9%,-0.1%,-0.3%
"Lakewood, WA",7/31/2020,2020,8,$429K,11.7%,31.2%,60,-23.1%,-15.5%,84,13.5%,5.0%,53,15.2%,-36.1%,8,-4,-13,101.3%,0.4%,2.2%
"Lakewood, WA",8/31/2020,2020,9,$381K,-11.1%,19.1%,74,23.3%,4.2%,84,0.0%,25.4%,67,26.4%,-24.7%,8,0,-3,102.7%,1.4%,2.2%
"Lakewood, WA",9/30/2020,2020,10,$381K,-0.1%,13.7%,75,1.4%,-1.3%,77,-8.3%,10.0%,62,-7.5%,-38.0%,5,-3,-13,101.8%,-0.9%,1.2%
"Lakewood, WA",10/31/2020,2020,11,$385K,0.9%,18.4%,64,-14.7%,33.3%,50,-35.1%,8.7%,47,-24.2%,-37.3%,7,2,-2,102.2%,0.5%,3.2%
"Lakewood, WA",11/30/2020,2020,12,$375K,-2.4%,10.3%,68,6.3%,1.5%,53,6.0%,76.7%,37,-21.3%,-36.2%,7,0,-15,102.6%,0.4%,1.9%
"Lakewood, WA",12/31/2020,2020,1,$409K,9.0%,19.5%,57,-16.2%,78.1%,52,-1.9%,-8.8%,30,-18.9%,-48.3%,8,1,-13,102.3%,-0.3%,3.5%
"Lakewood, WA",1/31/2021,2021,2,$412K,0.7%,22.0%,52,-8.8%,-10.3%,66,26.9%,0.0%,34,13.3%,-46.9%,5,-3,-14,103.2%,1.0%,2.0%
"Lynnwood, WA",1/31/2012,2012,2,$223K,-11.3%,-1.7%,59,-13.2%,1.7%,96,-23.2%,-38.1%,312,-9.0%,-37.8%,60,-14,-52,97.5%,-1.3%,-0.4%
"Lynnwood, WA",2/29/2012,2012,3,$203K,-9.0%,-15.4%,96,62.7%,0.0%,119,24.0%,-11.9%,286,-8.3%,-42.7%,82,22,-9,98.5%,1.0%,0.8%
"Lynnwood, WA",3/31/2012,2012,4,$243K,19.6%,4.6%,104,8.3%,36.8%,134,12.6%,-2.9%,266,-7.0%,-45.8%,50,-32,-33,100.5%,2.0%,2.4%
"Lynnwood, WA",4/30/2012,2012,5,$250K,3.0%,4.2%,116,11.5%,14.9%,120,-10.4%,-3.2%,223,-16.2%,-49.3%,60,10,9,99.8%,-0.7%,1.6%
"Lynnwood, WA",5/31/2012,2012,6,$248K,-0.8%,3.3%,117,0.9%,4.5%,108,-10.0%,-18.8%,217,-2.7%,-48.7%,51,-9,-26,99.3%,-0.5%,0.6%
"Lynnwood, WA",6/30/2012,2012,7,$260K,4.8%,7.2%,105,-10.3%,2.9%,129,19.4%,-13.4%,225,3.7%,-48.0%,36,-15,-17,100.1%,0.8%,1.9%
"Lynnwood, WA",7/31/2012,2012,8,$234K,-10.1%,0.7%,116,10.5%,-4.9%,140,8.5%,-9.1%,257,14.2%,-42.2%,19,-17,-47,100.1%,0.0%,1.9%
"Lynnwood, WA",8/31/2012,2012,9,$246K,5.4%,2.6%,92,-20.7%,-12.4%,103,-26.4%,4.0%,248,-3.5%,-40.8%,26,7,-26,100.2%,0.1%,1.7%
"Lynnwood, WA",9/30/2012,2012,10,$257K,4.4%,11.8%,90,-2.2%,-9.1%,100,-2.9%,35.1%,228,-8.1%,-41.4%,36,10,-14,100.2%,0.0%,1.5%
"Lynnwood, WA",10/31/2012,2012,11,$258K,0.2%,7.3%,94,4.4%,10.6%,77,-23.0%,-1.3%,205,-10.1%,-44.9%,21,-15,-30,100.2%,0.0%,2.3%
"Lynnwood, WA",11/30/2012,2012,12,$253K,-1.9%,9.8%,104,10.6%,22.4%,46,-40.3%,-19.3%,186,-9.3%,-44.1%,46,25,-31,100.8%,0.6%,2.7%
"Lynnwood, WA",12/31/2012,2012,1,$243K,-3.7%,-3.3%,67,-35.6%,-1.5%,95,106.5%,-24.0%,172,-7.5%,-49.9%,31,-15,-43,99.7%,-1.1%,1.0%
"Lynnwood, WA",1/31/2013,2013,2,$261K,7.2%,16.9%,71,6.0%,20.3%,114,20.0%,18.8%,175,1.7%,-43.9%,46,15,-14,100.4%,0.6%,2.9%
"Lynnwood, WA",2/28/2013,2013,3,$269K,3.2%,32.5%,94,32.4%,-2.1%,124,8.8%,4.2%,147,-16.0%,-48.6%,28,-18,-54,99.8%,-0.6%,1.2%
"Lynnwood, WA",3/31/2013,2013,4,$288K,7.1%,18.6%,103,9.6%,-1.0%,133,7.3%,-0.7%,150,2.0%,-43.6%,20,-8,-30,101.0%,1.3%,0.5%
"Lynnwood, WA",4/30/2013,2013,5,$312K,8.3%,24.8%,119,15.5%,2.6%,153,15.0%,27.5%,178,18.7%,-20.2%,22,2,-38,101.2%,0.2%,1.5%
"Lynnwood, WA",5/31/2013,2013,6,$294K,-5.9%,18.4%,138,16.0%,17.9%,173,13.1%,60.2%,205,15.2%,-5.5%,13,-9,-38,101.6%,0.4%,2.4%
"Lynnwood, WA",6/30/2013,2013,7,$304K,3.5%,16.9%,122,-11.6%,16.2%,172,-0.6%,33.3%,258,25.9%,14.7%,13,0,-23,101.2%,-0.4%,1.1%
"Lynnwood, WA",7/31/2013,2013,8,$300K,-1.3%,28.4%,135,10.7%,16.4%,147,-14.5%,5.0%,283,9.7%,10.1%,13,0,-6,100.3%,-0.9%,0.2%
"Lynnwood, WA",8/31/2013,2013,9,$301K,0.3%,22.2%,123,-8.9%,33.7%,119,-19.0%,15.5%,285,0.7%,14.9%,23,10,-3,100.3%,0.0%,0.1%
"Lynnwood, WA",9/30/2013,2013,10,$300K,-0.3%,16.7%,107,-13.0%,18.9%,129,8.4%,29.0%,294,3.2%,28.9%,28,5,-8,99.6%,-0.7%,-0.6%
"Lynnwood, WA",10/31/2013,2013,11,$326K,8.7%,26.6%,106,-0.9%,12.8%,93,-27.9%,20.8%,293,-0.3%,42.9%,37,9,16,99.6%,0.0%,-0.6%
"Lynnwood, WA",11/30/2013,2013,12,$330K,1.2%,30.6%,105,-0.9%,1.0%,86,-7.5%,87.0%,293,0.0%,57.5%,30,-7,-16,99.4%,-0.2%,-1.4%
"Lynnwood, WA",12/31/2013,2013,1,$320K,-3.0%,31.6%,69,-34.3%,3.0%,112,30.2%,17.9%,279,-4.8%,62.2%,48,18,17,100.0%,0.6%,0.2%
"Lynnwood, WA",1/31/2014,2014,2,$325K,1.6%,24.7%,90,30.4%,26.8%,118,5.4%,3.5%,263,-5.7%,50.3%,44,-4,-2,100.2%,0.2%,-0.2%
"Lynnwood, WA",2/28/2014,2014,3,$337K,3.7%,25.3%,129,43.3%,37.2%,135,14.4%,8.9%,255,-3.0%,73.5%,38,-6,10,99.5%,-0.7%,-0.3%
"Lynnwood, WA",3/31/2014,2014,4,$325K,-3.5%,12.9%,144,11.6%,39.8%,144,6.7%,8.3%,248,-2.7%,65.3%,40,2,20,100.2%,0.8%,-0.8%
"Lynnwood, WA",4/30/2014,2014,5,$315K,-3.2%,1.0%,111,-22.9%,-6.7%,148,2.8%,-3.3%,226,-8.9%,27.0%,24,-16,2,99.9%,-0.3%,-1.3%
"Lynnwood, WA",5/31/2014,2014,6,$336K,6.7%,14.4%,133,19.8%,-3.6%,154,4.1%,-11.0%,252,11.5%,22.9%,24,0,11,100.1%,0.2%,-1.5%
"Lynnwood, WA",6/30/2014,2014,7,$335K,-0.3%,10.3%,140,5.3%,14.8%,170,10.4%,-1.2%,296,17.5%,14.7%,19,-5,6,100.4%,0.2%,-0.8%
"Lynnwood, WA",7/31/2014,2014,8,$340K,1.4%,13.2%,131,-6.4%,-3.0%,119,-30.0%,-19.0%,281,-5.1%,-0.7%,21,2,8,99.4%,-0.9%,-0.9%
"Lynnwood, WA",8/31/2014,2014,9,$312K,-8.1%,3.7%,110,-16.0%,-10.6%,161,35.3%,35.3%,302,7.5%,6.0%,29,8,6,99.3%,-0.2%,-1.1%
"Lynnwood, WA",9/30/2014,2014,10,$325K,4.2%,8.3%,117,6.4%,9.3%,108,-32.9%,-16.3%,276,-8.6%,-6.1%,29,0,1,99.5%,0.3%,-0.1%
"Lynnwood, WA",10/31/2014,2014,11,$320K,-1.6%,-1.9%,93,-20.5%,-12.3%,75,-30.6%,-19.4%,251,-9.1%,-14.3%,36,7,-1,99.5%,0.0%,-0.1%
"Lynnwood, WA",11/30/2014,2014,12,$340K,6.3%,3.0%,97,4.3%,-7.6%,45,-40.0%,-47.7%,212,-15.5%,-27.6%,41,5,11,99.2%,-0.3%,-0.2%
"Lynnwood, WA",12/31/2014,2014,1,$322K,-5.2%,0.8%,74,-23.7%,7.2%,99,120.0%,-11.6%,212,0.0%,-24.0%,62,21,14,99.1%,-0.1%,-0.8%
"Lynnwood, WA",1/31/2015,2015,2,$328K,1.7%,0.9%,83,12.2%,-7.8%,115,16.2%,-2.5%,192,-9.4%,-27.0%,54,-8,10,99.9%,0.8%,-0.3%
"Lynnwood, WA",2/28/2015,2015,3,$341K,4.0%,1.2%,116,39.8%,-10.1%,150,30.4%,11.1%,169,-12.0%,-33.7%,23,-31,-15,99.4%,-0.5%,-0.1%
"Lynnwood, WA",3/31/2015,2015,4,$370K,8.4%,13.6%,153,31.9%,6.3%,171,14.0%,18.8%,183,8.3%,-26.2%,24,1,-16,100.6%,1.2%,0.3%
"Lynnwood, WA",4/30/2015,2015,5,$346K,-6.5%,9.7%,139,-9.2%,25.2%,167,-2.3%,12.8%,204,11.5%,-9.7%,15,-9,-9,99.8%,-0.8%,-0.2%
"Lynnwood, WA",5/31/2015,2015,6,$360K,4.2%,7.1%,148,6.5%,11.3%,151,-9.6%,-1.9%,204,0.0%,-19.0%,17,2,-7,100.4%,0.6%,0.2%
"Lynnwood, WA",6/30/2015,2015,7,$350K,-2.8%,4.5%,137,-7.4%,-2.1%,165,9.3%,-2.9%,207,1.5%,-30.1%,21,4,2,100.4%,0.0%,0.0%
"Lynnwood, WA",7/31/2015,2015,8,$360K,2.9%,6.0%,149,8.8%,13.7%,117,-29.1%,-1.7%,198,-4.3%,-29.5%,19,-2,-2,100.1%,-0.3%,0.6%
"Lynnwood, WA",8/31/2015,2015,9,$355K,-1.4%,13.8%,139,-6.7%,26.4%,119,1.7%,-26.1%,187,-5.6%,-38.1%,13,-6,-16,100.5%,0.5%,1.2%
"Lynnwood, WA",9/30/2015,2015,10,$350K,-1.4%,7.7%,126,-9.4%,7.7%,105,-11.8%,-2.8%,156,-16.6%,-43.5%,19,6,-10,99.8%,-0.7%,0.2%
"Lynnwood, WA",10/31/2015,2015,11,$349K,-0.4%,8.9%,107,-15.1%,15.1%,74,-29.5%,-1.3%,118,-24.4%,-53.0%,22,3,-14,100.1%,0.3%,0.6%
"Lynnwood, WA",11/30/2015,2015,12,$350K,0.4%,2.9%,121,13.1%,24.7%,65,-12.2%,44.4%,91,-22.9%,-57.1%,21,-1,-20,99.6%,-0.5%,0.4%
"Lynnwood, WA",12/31/2015,2015,1,$362K,3.4%,12.2%,74,-38.8%,0.0%,83,27.7%,-16.2%,101,11.0%,-52.4%,34,13,-28,99.7%,0.1%,0.5%
"Lynnwood, WA",1/31/2016,2016,2,$351K,-3.0%,7.0%,77,4.1%,-7.2%,106,27.7%,-7.8%,100,-1.0%,-47.9%,17,-17,-37,101.2%,1.6%,1.3%
"Lynnwood, WA",2/29/2016,2016,3,$365K,4.0%,7.0%,103,33.8%,-11.2%,158,49.1%,5.3%,110,10.0%,-34.9%,6,-11,-17,101.9%,0.7%,2.5%
"Lynnwood, WA",3/31/2016,2016,4,$370K,1.4%,0.1%,123,19.4%,-19.6%,191,20.9%,11.7%,149,35.5%,-18.6%,7,1,-17,103.2%,1.3%,2.6%
"Lynnwood, WA",4/30/2016,2016,5,$377K,1.9%,9.1%,147,19.5%,5.8%,154,-19.4%,-7.8%,136,-8.7%,-33.3%,7,0,-8,103.1%,-0.1%,3.3%
"Lynnwood, WA",5/31/2016,2016,6,$385K,2.1%,6.9%,151,2.7%,2.0%,181,17.5%,19.9%,152,11.8%,-25.5%,8,1,-9,102.6%,-0.4%,2.3%
"Lynnwood, WA",6/30/2016,2016,7,$413K,7.1%,17.9%,159,5.3%,16.1%,183,1.1%,10.9%,160,5.3%,-22.7%,9,1,-12,101.5%,-1.1%,1.2%
"Lynnwood, WA",7/31/2016,2016,8,$395K,-4.2%,9.7%,171,7.5%,14.8%,167,-8.7%,42.7%,176,10.0%,-11.1%,9,0,-10,100.9%,-0.6%,0.9%
"Lynnwood, WA",8/31/2016,2016,9,$416K,5.3%,17.2%,152,-11.1%,9.4%,137,-18.0%,15.1%,158,-10.2%,-15.5%,9,0,-4,100.9%,0.0%,0.4%
"Lynnwood, WA",9/30/2016,2016,10,$369K,-11.3%,5.4%,122,-19.7%,-3.2%,92,-32.8%,-12.4%,124,-21.5%,-20.5%,18,9,-1,101.2%,0.3%,1.4%
"Lynnwood, WA",10/31/2016,2016,11,$392K,6.2%,12.5%,127,4.1%,18.7%,81,-12.0%,9.5%,104,-16.1%,-11.9%,20,2,-2,100.3%,-0.9%,0.2%
"Lynnwood, WA",11/30/2016,2016,12,$382K,-2.6%,9.2%,97,-23.6%,-19.8%,64,-21.0%,-1.5%,63,-39.4%,-30.8%,16,-4,-5,100.6%,0.3%,1.0%
"Lynnwood, WA",12/31/2016,2016,1,$391K,2.4%,8.2%,84,-13.4%,13.5%,100,56.3%,20.5%,65,3.2%,-35.6%,15,-1,-19,100.6%,0.0%,1.0%
"Lynnwood, WA",1/31/2017,2017,2,$415K,6.0%,18.2%,83,-1.2%,7.8%,116,16.0%,9.4%,64,-1.5%,-36.0%,9,-6,-8,102.2%,1.6%,1.0%
"Lynnwood, WA",2/28/2017,2017,3,$411K,-1.1%,12.5%,115,38.6%,11.7%,142,22.4%,-10.1%,80,25.0%,-27.3%,8,-1,2,102.0%,-0.2%,0.1%
"Lynnwood, WA",3/31/2017,2017,4,$430K,4.6%,16.1%,110,-4.3%,-10.6%,146,2.8%,-23.6%,95,18.8%,-36.2%,7,-1,0,104.2%,2.1%,1.0%
"Lynnwood, WA",4/30/2017,2017,5,$455K,5.9%,20.7%,135,22.7%,-8.2%,199,36.3%,29.2%,102,7.4%,-25.0%,7,0,0,103.5%,-0.6%,0.5%
"Lynnwood, WA",5/31/2017,2017,6,$445K,-2.2%,15.6%,176,30.4%,16.6%,225,13.1%,24.3%,162,58.8%,6.6%,7,0,-1,104.3%,0.7%,1.6%
"Lynnwood, WA",6/30/2017,2017,7,$450K,1.1%,9.1%,161,-8.5%,1.3%,194,-13.8%,6.0%,162,0.0%,1.3%,8,1,-1,103.1%,-1.2%,1.5%
"Lynnwood, WA",7/31/2017,2017,8,$460K,2.2%,16.4%,199,23.6%,16.4%,177,-8.8%,6.0%,166,2.5%,-5.7%,9,1,0,102.1%,-1.0%,1.2%
"Lynnwood, WA",8/31/2017,2017,9,$442K,-3.8%,6.4%,150,-24.6%,-1.3%,176,-0.6%,28.5%,169,1.8%,7.0%,9,0,0,101.4%,-0.7%,0.5%
"Lynnwood, WA",9/30/2017,2017,10,$450K,1.7%,22.0%,180,20.0%,47.5%,132,-25.0%,43.5%,123,-27.2%,-0.8%,11,2,-7,101.2%,-0.2%,0.1%
"Lynnwood, WA",10/31/2017,2017,11,$460K,2.2%,17.3%,145,-19.4%,14.2%,122,-7.6%,50.6%,101,-17.9%,-2.9%,18,7,-2,100.4%,-0.9%,0.1%
"Lynnwood, WA",11/30/2017,2017,12,$480K,4.5%,25.8%,136,-6.2%,40.2%,76,-37.7%,18.8%,74,-26.7%,17.5%,13,-5,-3,100.8%,0.4%,0.2%
"Lynnwood, WA",12/31/2017,2017,1,$490K,2.0%,25.2%,89,-34.6%,6.0%,136,78.9%,36.0%,72,-2.7%,10.8%,8,-5,-7,101.4%,0.6%,0.7%
"Lynnwood, WA",1/31/2018,2018,2,$494K,0.9%,19.2%,102,14.6%,22.9%,130,-4.4%,12.1%,59,-18.1%,-7.8%,11,3,2,102.3%,0.9%,0.1%
"Lynnwood, WA",2/28/2018,2018,3,$514K,4.0%,25.3%,164,60.8%,42.6%,172,32.3%,21.1%,81,37.3%,1.3%,7,-4,-1,103.1%,0.8%,1.1%
"Lynnwood, WA",3/31/2018,2018,4,$535K,4.0%,24.6%,147,-10.4%,33.6%,174,1.2%,19.2%,98,21.0%,3.2%,6,-1,-1,104.4%,1.3%,0.2%
"Lynnwood, WA",4/30/2018,2018,5,$517K,-3.4%,13.6%,165,12.2%,22.2%,221,27.0%,11.1%,136,38.8%,33.3%,7,1,0,104.1%,-0.3%,0.5%
"Lynnwood, WA",5/31/2018,2018,6,$540K,4.4%,21.2%,215,30.3%,22.2%,207,-6.3%,-8.0%,192,41.2%,18.5%,7,0,0,102.7%,-1.4%,-1.5%
"Lynnwood, WA",6/30/2018,2018,7,$511K,-5.3%,13.6%,164,-23.7%,1.9%,178,-14.0%,-8.2%,218,13.5%,34.6%,9,2,1,101.3%,-1.5%,-1.8%
"Lynnwood, WA",7/31/2018,2018,8,$478K,-6.6%,3.8%,162,-1.2%,-18.6%,169,-5.1%,-4.5%,225,3.2%,35.5%,13,4,4,100.1%,-1.2%,-2.0%
"Lynnwood, WA",8/31/2018,2018,9,$480K,0.5%,8.5%,122,-24.7%,-18.7%,156,-7.7%,-11.4%,260,15.6%,53.8%,21,8,12,100.0%,-0.1%,-1.5%
"Lynnwood, WA",9/30/2018,2018,10,$460K,-4.2%,2.2%,108,-11.5%,-40.0%,127,-18.6%,-3.8%,250,-3.8%,103.3%,23,2,12,99.2%,-0.7%,-2.0%
"Lynnwood, WA",10/31/2018,2018,11,$450K,-2.2%,-2.2%,105,-2.8%,-27.6%,83,-34.6%,-32.0%,212,-15.2%,109.9%,31,8,13,99.2%,0.0%,-1.2%
"Lynnwood, WA",11/30/2018,2018,12,$488K,8.6%,1.7%,98,-6.7%,-27.9%,41,-50.6%,-46.1%,160,-24.5%,116.2%,37,6,24,98.5%,-0.7%,-2.2%
"Lynnwood, WA",12/31/2018,2018,1,$460K,-5.9%,-6.2%,79,-19.4%,-11.2%,121,195.1%,-11.0%,151,-5.6%,109.7%,39,2,31,98.7%,0.1%,-2.7%
"Lynnwood, WA",1/31/2019,2019,2,$469K,2.2%,-5.1%,104,31.6%,2.0%,100,-17.4%,-23.1%,149,-1.3%,152.5%,28,-11,17,100.1%,1.4%,-2.2%
"Lynnwood, WA",2/28/2019,2019,3,$486K,3.6%,-5.4%,126,21.2%,-23.2%,139,39.0%,-19.2%,143,-4.0%,76.5%,24,-4,17,100.1%,0.0%,-3.0%
"Lynnwood, WA",3/31/2019,2019,4,$495K,1.8%,-7.5%,135,7.1%,-8.2%,166,19.4%,-4.6%,154,7.7%,57.1%,13,-11,7,100.4%,0.3%,-4.0%
"Lynnwood, WA",4/30/2019,2019,5,$492K,-0.7%,-4.9%,144,6.7%,-12.7%,208,25.3%,-5.9%,207,34.4%,52.2%,8,-5,1,100.5%,0.1%,-3.6%
"Lynnwood, WA",5/31/2019,2019,6,$505K,2.7%,-6.4%,141,-2.1%,-34.4%,161,-22.6%,-22.2%,208,0.5%,8.3%,10,2,3,100.1%,-0.4%,-2.6%
"Lynnwood, WA",6/30/2019,2019,7,$520K,3.0%,1.8%,151,7.1%,-7.9%,146,-9.3%,-18.0%,202,-2.9%,-7.3%,11,1,2,100.8%,0.7%,-0.5%
"Lynnwood, WA",7/31/2019,2019,8,$468K,-10.0%,-2.0%,125,-17.2%,-22.8%,141,-3.4%,-16.6%,219,8.4%,-2.7%,19,8,6,99.8%,-1.0%,-0.3%
"Lynnwood, WA",8/31/2019,2019,9,$500K,6.8%,4.2%,108,-13.6%,-11.5%,129,-8.5%,-17.3%,225,2.7%,-13.5%,23,4,2,99.8%,0.1%,-0.1%
"Lynnwood, WA",9/30/2019,2019,10,$495K,-1.0%,7.6%,111,2.8%,2.8%,123,-4.7%,-3.1%,221,-1.8%,-11.6%,25,2,2,99.2%,-0.6%,0.0%
"Lynnwood, WA",10/31/2019,2019,11,$500K,1.0%,11.1%,99,-10.8%,-5.7%,95,-22.8%,14.5%,173,-21.7%,-18.4%,19,-6,-12,99.5%,0.2%,0.3%
"Lynnwood, WA",11/30/2019,2019,12,$515K,3.0%,5.4%,133,34.3%,35.7%,66,-30.5%,61.0%,142,-17.9%,-11.3%,27,8,-10,99.5%,0.0%,0.9%
"Lynnwood, WA",12/31/2019,2019,1,$535K,3.9%,16.4%,81,-39.1%,2.5%,109,65.2%,-9.9%,116,-18.3%,-23.2%,45,18,6,99.2%,-0.2%,0.6%
"Lynnwood, WA",1/31/2020,2020,2,$558K,4.2%,18.7%,114,40.7%,9.6%,117,7.3%,17.0%,102,-12.1%,-31.5%,33,-12,5,100.5%,1.2%,0.4%
"Lynnwood, WA",2/29/2020,2020,3,$567K,1.8%,16.7%,132,15.8%,4.8%,151,29.1%,8.6%,120,17.6%,-16.1%,11,-22,-13,100.3%,-0.1%,0.2%
"Lynnwood, WA",3/31/2020,2020,4,$522K,-8.0%,5.5%,85,-35.6%,-37.0%,119,-21.2%,-28.3%,144,20.0%,-6.5%,6,-5,-7,101.3%,1.0%,0.9%
"Lynnwood, WA",4/30/2020,2020,5,$502K,-3.8%,2.1%,80,-5.9%,-44.4%,133,11.8%,-36.1%,139,-3.5%,-32.9%,9,3,1,100.0%,-1.3%,-0.5%
"Lynnwood, WA",5/31/2020,2020,6,$525K,4.6%,4.0%,140,75.0%,-0.7%,156,17.3%,-3.1%,117,-15.8%,-43.8%,7,-2,-3,101.1%,1.1%,1.0%
"Lynnwood, WA",6/30/2020,2020,7,$545K,3.8%,4.8%,167,19.3%,10.6%,171,9.6%,17.1%,122,4.3%,-39.6%,7,0,-4,100.7%,-0.4%,-0.1%
"Lynnwood, WA",7/31/2020,2020,8,$565K,3.7%,20.7%,161,-3.6%,28.8%,150,-12.3%,6.4%,95,-22.1%,-56.6%,10,3,-9,101.1%,0.3%,1.3%
